ticket_id,customer_id,agent_id,category,created_at,first_response_at,resolved_at,satisfaction_score,is_repeat
T106326,C027,A07,REFUND,2024-01-07 12:50:00,2024-01-07 13:52:00,2024-01-08 17:28:00,3.7,False
T106327,C028,A08,REFUND,2024-03-26 12:16:00,2024-03-26 13:18:00,2024-03-26 19:42:00,3.9,False
T106328,C029,A01,REFUND,2024-01-10 12:20:00,2024-01-10 14:19:00,2024-01-13 03:46:00,4.2,False
T106329,C030,A02,REFUND,2024-03-13 07:01:00,2024-03-13 07:29:00,2024-03-14 13:05:00,4.4,False
T106330,C031,A03,REFUND,2024-01-08 20:28:00,2024-01-08 21:26:00,2024-01-11 00:34:00,4.4,False
T106331,C032,A04,REFUND,2024-03-23 08:33:00,2024-03-23 09:47:00,2024-03-23 12:08:00,3.8,True
T106332,C033,A05,REFUND,2024-01-28 14:39:00,2024-01-28 15:14:00,2024-01-28 17:43:00,4.0,False
T106333,C034,A06,REFUND,2024-01-12 16:03:00,2024-01-12 16:27:00,2024-01-12 18:12:00,3.3,True
T106334,C035,A07,REFUND,2024-01-08 12:54:00,2024-01-08 13:02:00,2024-01-10 21:51:00,4.0,True
T106335,C036,A08,REFUND,2024-01-23 14:40:00,2024-01-23 15:21:00,2024-01-24 08:23:00,4.8,True
T106336,C037,A01,REFUND,2024-03-05 01:10:00,2024-03-05 01:42:00,2024-03-07 10:14:00,3.9,False
T106337,C038,A02,REFUND,2024-01-10 07:34:00,2024-01-10 07:59:00,2024-01-13 03:37:00,4.9,False
T106338,C039,A03,REFUND,2024-04-06 10:45:00,2024-04-06 11:19:00,2024-04-08 10:41:00,3.3,False
T106339,C040,A04,REFUND,2024-03-13 09:27:00,2024-03-13 10:51:00,2024-03-16 08:25:00,4.5,False
T106340,C041,A05,REFUND,2024-02-05 21:47:00,2024-02-05 23:26:00,2024-02-08 16:43:00,4.4,False
T106341,C042,A06,REFUND,2024-04-28 21:31:00,2024-04-28 22:34:00,2024-05-01 01:41:00,4.4,False
T106342,C043,A07,REFUND,2024-03-20 17:04:00,2024-03-20 17:14:00,2024-03-23 02:59:00,4.3,False
T106343,C044,A08,REFUND,2024-03-21 08:27:00,2024-03-21 09:56:00,2024-03-23 04:05:00,3.0,False
T106344,C045,A01,REFUND,2024-01-21 01:13:00,2024-01-21 01:33:00,2024-01-21 17:22:00,4.5,True
T106345,C046,A02,REFUND,2024-03-26 18:07:00,2024-03-26 18:16:00,2024-03-27 01:58:00,4.0,False
T106346,C047,A03,REFUND,2024-03-08 21:12:00,2024-03-08 22:21:00,2024-03-10 00:58:00,4.0,False
T106347,C048,A04,REFUND,2024-04-28 11:45:00,2024-04-28 12:37:00,2024-04-29 22:13:00,3.1,True
T106348,C049,A05,REFUND,2024-02-27 19:50:00,2024-02-27 20:29:00,2024-02-28 21:21:00,3.4,False
T106349,C050,A06,REFUND,2024-03-22 22:20:00,2024-03-23 00:16:00,2024-03-23 06:07:00,4.8,False
T106350,C051,A07,REFUND,2024-02-10 13:07:00,2024-02-10 13:20:00,2024-02-12 01:43:00,3.6,False
T106351,C052,A08,REFUND,2024-01-05 05:01:00,2024-01-05 05:10:00,2024-01-06 17:10:00,3.8,False
T106352,C053,A01,REFUND,2024-01-16 00:32:00,2024-01-16 01:43:00,2024-01-18 21:13:00,3.4,True
T106353,C054,A02,REFUND,2024-04-14 18:10:00,2024-04-14 19:01:00,2024-04-17 14:53:00,4.3,True
T106354,C055,A03,REFUND,2024-03-29 13:29:00,2024-03-29 15:05:00,2024-03-31 09:59:00,4.5,False
T106355,C056,A04,REFUND,2024-02-13 03:41:00,2024-02-13 03:48:00,2024-02-15 16:59:00,4.8,False
T106356,C057,A05,REFUND,2024-03-24 01:18:00,2024-03-24 02:10:00,2024-03-25 00:10:00,4.1,False
T106357,C058,A06,REFUND,2024-01-01 23:16:00,2024-01-01 23:36:00,2024-01-04 21:04:00,3.6,True
T106358,C059,A07,REFUND,2024-01-05 07:41:00,2024-01-05 07:48:00,2024-01-08 03:30:00,3.1,False
T106359,C060,A08,REFUND,2024-03-01 07:51:00,2024-03-01 08:48:00,2024-03-01 17:18:00,3.5,False
T106360,C061,A01,REFUND,2024-03-15 15:05:00,2024-03-15 16:33:00,2024-03-17 17:39:00,4.2,True
T106361,C062,A02,REFUND,2024-04-22 08:44:00,2024-04-22 09:05:00,2024-04-23 17:57:00,4.9,False
T106362,C063,A03,REFUND,2024-04-01 21:54:00,2024-04-01 23:35:00,2024-04-02 17:25:00,3.2,False
T106363,C064,A04,REFUND,2024-01-31 16:20:00,2024-01-31 17:23:00,2024-02-01 22:17:00,3.8,True
T106364,C065,A05,REFUND,2024-04-07 08:35:00,2024-04-07 09:34:00,2024-04-10 01:53:00,4.3,False
T106365,C066,A06,REFUND,2024-02-28 06:23:00,2024-02-28 08:13:00,2024-03-02 00:58:00,4.1,False
T106366,C067,A07,REFUND,2024-04-09 20:38:00,2024-04-09 21:19:00,2024-04-10 21:44:00,4.3,False
T106367,C068,A08,REFUND,2024-01-21 14:12:00,2024-01-21 14:38:00,2024-01-22 23:43:00,3.9,False
T106368,C069,A01,REFUND,2024-01-04 22:02:00,2024-01-04 23:36:00,2024-01-06 11:26:00,3.5,True
T106369,C070,A02,REFUND,2024-01-07 08:16:00,2024-01-07 08:31:00,2024-01-09 13:12:00,4.0,False
T106370,C071,A03,REFUND,2024-04-28 00:30:00,2024-04-28 02:15:00,2024-04-29 11:15:00,3.8,True
T106371,C072,A04,REFUND,2024-01-10 21:34:00,2024-01-10 23:13:00,2024-01-12 02:22:00,4.4,False
T106372,C073,A05,REFUND,2024-04-22 05:44:00,2024-04-22 07:41:00,2024-04-25 00:16:00,3.3,True
T106373,C074,A06,REFUND,2024-03-28 20:17:00,2024-03-28 21:13:00,2024-03-29 23:25:00,4.0,False
T106374,C075,A07,REFUND,2024-01-18 17:02:00,2024-01-18 18:17:00,2024-01-19 12:31:00,4.9,False
T106375,C076,A08,REFUND,2024-04-13 05:33:00,2024-04-13 07:19:00,2024-04-14 05:25:00,4.1,True
T106376,C077,A01,REFUND,2024-01-18 18:09:00,2024-01-18 18:27:00,2024-01-19 18:28:00,3.5,False
T106377,C078,A02,REFUND,2024-01-18 01:57:00,2024-01-18 02:35:00,2024-01-19 18:08:00,4.9,False
T106378,C079,A03,REFUND,2024-03-10 09:25:00,2024-03-10 10:23:00,2024-03-12 09:07:00,3.5,True
T106379,C080,A04,REFUND,2024-02-04 08:33:00,2024-02-04 09:49:00,2024-02-04 18:39:00,4.5,False
T106380,C081,A05,REFUND,2024-02-04 15:45:00,2024-02-04 17:07:00,2024-02-07 07:38:00,3.2,False
T106381,C082,A06,REFUND,2024-01-24 12:49:00,2024-01-24 14:40:00,2024-01-25 07:26:00,4.7,False
T106382,C083,A07,REFUND,2024-03-13 14:41:00,2024-03-13 15:41:00,2024-03-13 23:23:00,3.4,False
T106383,C084,A08,REFUND,2024-01-04 11:25:00,2024-01-04 11:48:00,2024-01-06 11:42:00,3.8,True
T106384,C085,A01,REFUND,2024-01-30 17:45:00,2024-01-30 18:10:00,2024-01-31 09:15:00,4.9,True
T106385,C086,A02,REFUND,2024-03-07 03:50:00,2024-03-07 05:26:00,2024-03-09 09:57:00,4.2,False
T106386,C087,A03,REFUND,2024-02-28 17:14:00,2024-02-28 18:10:00,2024-03-02 13:31:00,3.5,False
T106387,C088,A04,REFUND,2024-03-24 01:12:00,2024-03-24 02:28:00,2024-03-26 03:12:00,3.0,False
T106388,C089,A05,REFUND,2024-01-26 02:03:00,2024-01-26 03:11:00,2024-01-28 10:07:00,3.0,False
T106389,C090,A06,REFUND,2024-03-18 17:22:00,2024-03-18 19:00:00,2024-03-20 05:14:00,3.5,True
T106390,C091,A07,REFUND,2024-04-01 03:47:00,2024-04-01 04:15:00,2024-04-02 05:01:00,4.1,True
T106391,C092,A08,REFUND,2024-02-16 18:28:00,2024-02-16 18:50:00,2024-02-18 14:48:00,4.0,False
T106392,C093,A01,REFUND,2024-01-31 03:11:00,2024-01-31 04:39:00,2024-02-01 05:15:00,4.8,True
T106393,C094,A02,REFUND,2024-03-07 03:31:00,2024-03-07 04:24:00,2024-03-09 18:39:00,4.5,False
T106394,C095,A03,REFUND,2024-03-10 22:22:00,2024-03-11 00:00:00,2024-03-12 08:26:00,4.8,True
T106395,C096,A04,REFUND,2024-01-12 04:15:00,2024-01-12 04:33:00,2024-01-13 16:25:00,4.0,True
T106396,C097,A05,REFUND,2024-03-08 21:55:00,2024-03-08 22:29:00,2024-03-10 22:35:00,3.9,True
T106397,C098,A06,REFUND,2024-01-19 08:21:00,2024-01-19 10:16:00,2024-01-19 22:23:00,4.1,False
T106398,C099,A07,REFUND,2024-03-09 19:08:00,2024-03-09 20:49:00,2024-03-11 11:44:00,3.7,False
T106399,C100,A08,REFUND,2024-04-21 22:32:00,2024-04-21 22:42:00,2024-04-24 04:56:00,3.4,False
T106400,C101,A01,REFUND,2024-03-05 02:48:00,2024-03-05 04:26:00,2024-03-07 10:47:00,4.7,False
T106401,C102,A02,REFUND,2024-04-01 07:55:00,2024-04-01 08:05:00,2024-04-02 00:30:00,4.4,True
T106402,C103,A03,REFUND,2024-02-07 13:46:00,2024-02-07 14:03:00,2024-02-07 18:08:00,3.7,False
T106403,C104,A04,REFUND,2024-04-20 20:46:00,2024-04-20 22:34:00,2024-04-21 11:09:00,3.9,False
T106404,C105,A05,REFUND,2024-04-07 04:29:00,2024-04-07 04:46:00,2024-04-09 15:32:00,3.5,False
T106405,C106,A06,REFUND,2024-04-20 04:28:00,2024-04-20 05:06:00,2024-04-20 23:56:00,4.1,False
T106406,C107,A07,REFUND,2024-03-29 08:50:00,2024-03-29 09:08:00,2024-03-29 13:29:00,3.7,False
T106407,C108,A08,REFUND,2024-03-18 04:54:00,2024-03-18 06:06:00,2024-03-20 00:06:00,4.8,False
T106408,C109,A01,REFUND,2024-03-04 06:24:00,2024-03-04 06:33:00,2024-03-06 21:53:00,4.1,False
T106409,C110,A02,REFUND,2024-04-21 03:06:00,2024-04-21 03:42:00,2024-04-21 19:38:00,3.8,False
T106410,C111,A03,REFUND,2024-04-11 19:53:00,2024-04-11 20:34:00,2024-04-11 23:28:00,4.5,False
T106411,C112,A04,REFUND,2024-02-20 19:07:00,2024-02-20 20:25:00,2024-02-21 05:38:00,4.8,False
T106412,C113,A05,REFUND,2024-01-11 03:28:00,2024-01-11 04:29:00,2024-01-11 13:06:00,4.6,True
T106413,C114,A06,REFUND,2024-01-01 12:52:00,2024-01-01 13:17:00,2024-01-02 03:59:00,4.0,True
T106414,C115,A07,REFUND,2024-01-29 15:30:00,2024-01-29 16:27:00,2024-01-30 04:52:00,3.7,False
T106415,C116,A08,REFUND,2024-01-08 15:03:00,2024-01-08 15:59:00,2024-01-10 13:05:00,4.3,False
T106416,C117,A01,REFUND,2024-01-26 23:36:00,2024-01-27 00:20:00,2024-01-27 16:02:00,4.6,True
T106417,C118,A02,REFUND,2024-01-14 15:23:00,2024-01-14 16:28:00,2024-01-16 07:05:00,5.0,False
T106418,C119,A03,REFUND,2024-04-27 16:29:00,2024-04-27 17:10:00,2024-04-28 21:42:00,3.9,False
T106419,C120,A04,REFUND,2024-01-12 00:47:00,2024-01-12 01:29:00,2024-01-14 00:04:00,4.3,True
T106420,C121,A05,REFUND,2024-03-16 01:54:00,2024-03-16 03:28:00,2024-03-18 01:16:00,3.6,False
T106421,C122,A06,REFUND,2024-02-12 14:51:00,2024-02-12 15:23:00,2024-02-14 09:44:00,3.2,False
T106422,C123,A07,REFUND,2024-01-21 21:47:00,2024-01-21 22:28:00,2024-01-24 14:06:00,3.5,False
T106423,C124,A08,REFUND,2024-03-25 09:34:00,2024-03-25 09:53:00,2024-03-26 00:05:00,3.0,False
T106424,C125,A01,REFUND,2024-04-26 15:26:00,2024-04-26 16:50:00,2024-04-28 05:26:00,4.0,False
T106425,C126,A02,REFUND,2024-04-04 05:02:00,2024-04-04 06:27:00,2024-04-05 09:43:00,3.7,False
T106426,C127,A03,REFUND,2024-04-27 10:57:00,2024-04-27 12:19:00,2024-04-29 01:31:00,4.4,False
T106427,C128,A04,REFUND,2024-03-11 18:01:00,2024-03-11 18:23:00,2024-03-12 04:31:00,4.2,False
T106428,C129,A05,REFUND,2024-03-21 15:49:00,2024-03-21 16:44:00,2024-03-22 15:08:00,3.3,False
T106429,C130,A06,REFUND,2024-01-18 02:44:00,2024-01-18 03:21:00,2024-01-20 22:30:00,4.3,False
T106430,C131,A07,REFUND,2024-04-12 21:05:00,2024-04-12 22:37:00,2024-04-15 06:49:00,3.4,False
T106431,C132,A08,REFUND,2024-03-30 22:15:00,2024-03-30 22:57:00,2024-04-01 05:12:00,3.0,False
T106432,C133,A01,REFUND,2024-01-31 11:27:00,2024-01-31 12:18:00,2024-01-31 19:50:00,4.9,True
T106433,C134,A02,REFUND,2024-02-12 08:10:00,2024-02-12 09:06:00,2024-02-14 07:02:00,3.1,False
T106434,C135,A03,REFUND,2024-03-14 12:45:00,2024-03-14 14:17:00,2024-03-15 10:46:00,3.7,True
T106435,C136,A04,REFUND,2024-01-02 19:13:00,2024-01-02 20:38:00,2024-01-03 19:16:00,4.3,False
T106436,C137,A05,REFUND,2024-04-08 10:51:00,2024-04-08 12:29:00,2024-04-08 18:17:00,3.7,True
T106437,C138,A06,REFUND,2024-02-03 00:43:00,2024-02-03 01:36:00,2024-02-03 21:53:00,3.8,False
T106438,C139,A07,REFUND,2024-01-09 01:44:00,2024-01-09 03:22:00,2024-01-09 17:32:00,4.4,False
T106439,C140,A08,REFUND,2024-02-09 19:28:00,2024-02-09 21:12:00,2024-02-09 22:23:00,4.2,False
T106440,C141,A01,REFUND,2024-04-10 18:53:00,2024-04-10 19:57:00,2024-04-12 13:19:00,4.0,False
T106441,C142,A02,REFUND,2024-02-02 18:31:00,2024-02-02 19:53:00,2024-02-05 16:20:00,4.8,True
T106442,C143,A03,REFUND,2024-03-05 03:02:00,2024-03-05 04:51:00,2024-03-05 12:32:00,3.2,True
T106443,C144,A04,REFUND,2024-04-07 04:05:00,2024-04-07 05:46:00,2024-04-07 08:20:00,3.9,True
T106444,C145,A05,REFUND,2024-01-05 09:28:00,2024-01-05 10:03:00,2024-01-05 17:09:00,3.5,False
T106445,C146,A06,REFUND,2024-04-01 05:32:00,2024-04-01 06:58:00,2024-04-02 21:03:00,3.1,False
T106446,C147,A07,REFUND,2024-02-04 09:17:00,2024-02-04 10:12:00,2024-02-06 20:50:00,5.0,True
T106447,C148,A08,REFUND,2024-03-24 13:24:00,2024-03-24 13:44:00,2024-03-25 12:02:00,4.5,False
T106448,C149,A01,REFUND,2024-01-23 06:43:00,2024-01-23 07:29:00,2024-01-23 15:40:00,3.4,True
T106449,C150,A02,REFUND,2024-01-17 02:57:00,2024-01-17 04:54:00,2024-01-17 10:18:00,3.8,False
T106450,C151,A03,REFUND,2024-04-04 09:39:00,2024-04-04 11:34:00,2024-04-06 05:37:00,3.5,False
T106451,C152,A04,REFUND,2024-04-06 17:20:00,2024-04-06 18:55:00,2024-04-07 19:20:00,4.4,False
T106452,C153,A05,REFUND,2024-04-27 14:49:00,2024-04-27 16:47:00,2024-04-28 16:29:00,3.7,False
T106453,C154,A06,REFUND,2024-03-22 07:42:00,2024-03-22 08:52:00,2024-03-23 01:15:00,4.8,False
T106454,C155,A07,REFUND,2024-02-25 07:28:00,2024-02-25 08:59:00,2024-02-28 00:03:00,3.4,False
T106455,C156,A08,REFUND,2024-01-24 14:00:00,2024-01-24 14:22:00,2024-01-25 17:18:00,3.7,True
T106456,C157,A01,REFUND,2024-02-05 04:08:00,2024-02-05 04:45:00,2024-02-07 07:13:00,4.9,True
T106457,C158,A02,REFUND,2024-03-18 20:00:00,2024-03-18 20:23:00,2024-03-21 01:34:00,4.8,False
T106458,C159,A03,REFUND,2024-02-11 20:51:00,2024-02-11 22:43:00,2024-02-12 01:35:00,3.6,False
T106459,C160,A04,REFUND,2024-02-28 00:36:00,2024-02-28 01:50:00,2024-02-28 18:51:00,4.0,False
T106460,C161,A05,REFUND,2024-01-21 23:17:00,2024-01-22 01:09:00,2024-01-24 15:48:00,4.8,True
T106461,C162,A06,REFUND,2024-02-22 00:33:00,2024-02-22 01:24:00,2024-02-24 16:10:00,4.3,True
T106462,C163,A07,REFUND,2024-01-29 11:00:00,2024-01-29 11:50:00,2024-01-30 17:05:00,4.3,False
T106463,C164,A08,REFUND,2024-01-14 16:00:00,2024-01-14 17:22:00,2024-01-15 03:40:00,4.3,False
T106464,C165,A01,REFUND,2024-01-16 07:50:00,2024-01-16 08:59:00,2024-01-17 05:39:00,4.8,False
T106465,C166,A02,REFUND,2024-03-03 04:53:00,2024-03-03 05:39:00,2024-03-06 01:15:00,4.0,False
T106466,C167,A03,REFUND,2024-02-13 01:08:00,2024-02-13 01:48:00,2024-02-15 01:44:00,3.4,False
T106467,C168,A04,REFUND,2024-01-12 17:27:00,2024-01-12 18:30:00,2024-01-12 23:20:00,3.9,True
T106468,C169,A05,REFUND,2024-03-02 00:53:00,2024-03-02 01:04:00,2024-03-04 04:43:00,4.5,True
T106469,C170,A06,REFUND,2024-01-20 11:37:00,2024-01-20 12:01:00,2024-01-20 22:37:00,4.0,True
T106470,C171,A07,REFUND,2024-01-02 09:25:00,2024-01-02 09:33:00,2024-01-03 07:35:00,3.6,True
T106471,C172,A08,REFUND,2024-01-16 23:13:00,2024-01-16 23:34:00,2024-01-18 10:09:00,4.3,False
T106472,C173,A01,REFUND,2024-02-23 22:19:00,2024-02-23 22:45:00,2024-02-24 23:57:00,3.9,False
T106473,C174,A02,REFUND,2024-04-24 19:37:00,2024-04-24 19:48:00,2024-04-26 22:02:00,4.9,False
T106474,C175,A03,REFUND,2024-01-30 17:32:00,2024-01-30 17:41:00,2024-01-31 05:12:00,3.7,False
T106475,C176,A04,REFUND,2024-02-04 13:01:00,2024-02-04 14:39:00,2024-02-07 04:13:00,4.4,False
T106476,C177,A05,REFUND,2024-01-30 08:22:00,2024-01-30 08:46:00,2024-02-01 03:17:00,4.1,False
T106477,C178,A06,REFUND,2024-02-12 03:59:00,2024-02-12 05:06:00,2024-02-13 02:20:00,3.2,True
T106478,C179,A07,REFUND,2024-03-27 23:13:00,2024-03-27 23:27:00,2024-03-30 20:08:00,3.9,False
T106479,C180,A08,REFUND,2024-02-08 09:14:00,2024-02-08 11:07:00,2024-02-09 19:56:00,3.1,True
T106480,C181,A01,REFUND,2024-03-19 10:17:00,2024-03-19 10:47:00,2024-03-20 16:34:00,4.6,False
T106481,C182,A02,REFUND,2024-04-17 03:23:00,2024-04-17 04:53:00,2024-04-17 05:23:00,4.5,False
T106482,C183,A03,REFUND,2024-04-23 06:38:00,2024-04-23 07:56:00,2024-04-26 06:21:00,3.1,False
T106483,C184,A04,REFUND,2024-03-08 15:13:00,2024-03-08 16:45:00,2024-03-11 04:14:00,4.0,False
T106484,C185,A05,REFUND,2024-03-26 10:13:00,2024-03-26 11:29:00,2024-03-26 23:19:00,4.9,False
T106485,C186,A06,REFUND,2024-04-20 14:03:00,2024-04-20 15:05:00,2024-04-23 10:18:00,3.6,True
T106486,C187,A07,REFUND,2024-04-04 05:04:00,2024-04-04 06:37:00,2024-04-06 14:29:00,4.8,False
T106487,C188,A08,REFUND,2024-02-05 01:58:00,2024-02-05 03:36:00,2024-02-06 08:33:00,3.3,False
T106488,C189,A01,REFUND,2024-01-16 21:15:00,2024-01-16 22:02:00,2024-01-19 16:06:00,3.0,False
T106489,C190,A02,REFUND,2024-01-14 10:22:00,2024-01-14 12:15:00,2024-01-16 02:50:00,4.1,True
T106490,C191,A03,REFUND,2024-04-15 08:40:00,2024-04-15 10:38:00,2024-04-17 10:21:00,3.5,True
T106491,C192,A04,REFUND,2024-03-07 06:51:00,2024-03-07 08:18:00,2024-03-07 20:26:00,4.8,False
T106492,C193,A05,REFUND,2024-02-05 15:47:00,2024-02-05 17:38:00,2024-02-06 00:06:00,4.3,False
T106493,C194,A06,REFUND,2024-02-11 13:30:00,2024-02-11 13:45:00,2024-02-13 03:43:00,4.4,True
T106494,C195,A07,REFUND,2024-02-03 09:20:00,2024-02-03 10:26:00,2024-02-04 09:10:00,4.3,False
T106495,C196,A08,REFUND,2024-04-06 22:20:00,2024-04-06 23:39:00,2024-04-09 21:01:00,4.4,False
T106496,C197,A01,REFUND,2024-03-14 21:38:00,2024-03-14 23:29:00,2024-03-15 04:15:00,4.5,True
T106497,C198,A02,REFUND,2024-04-15 04:45:00,2024-04-15 05:02:00,2024-04-17 11:47:00,4.3,False
T106498,C199,A03,REFUND,2024-02-06 15:25:00,2024-02-06 17:02:00,2024-02-08 10:56:00,4.7,False
T106499,C200,A04,REFUND,2024-02-26 23:14:00,2024-02-26 23:26:00,2024-02-29 14:34:00,4.1,False
T106500,C201,A05,REFUND,2024-01-15 11:43:00,2024-01-15 12:27:00,2024-01-18 11:35:00,3.7,False
T106501,C202,A06,REFUND,2024-04-26 00:43:00,2024-04-26 02:07:00,2024-04-28 15:27:00,3.9,True
T106502,C203,A07,REFUND,2024-03-02 03:10:00,2024-03-02 03:47:00,2024-03-03 06:27:00,3.9,False
T106503,C204,A08,REFUND,2024-03-07 16:01:00,2024-03-07 17:41:00,2024-03-09 18:15:00,3.7,False
T106504,C205,A01,REFUND,2024-02-19 21:38:00,2024-02-19 23:29:00,2024-02-20 09:47:00,3.8,False
T106505,C206,A02,REFUND,2024-02-02 03:04:00,2024-02-02 03:25:00,2024-02-03 14:18:00,3.8,False
T106506,C207,A03,REFUND,2024-04-23 13:07:00,2024-04-23 13:40:00,2024-04-24 08:49:00,3.2,False
T106507,C208,A04,REFUND,2024-02-28 11:55:00,2024-02-28 12:06:00,2024-02-29 06:18:00,4.7,True
T106508,C209,A05,REFUND,2024-03-21 06:50:00,2024-03-21 08:16:00,2024-03-23 00:08:00,4.5,True
T106509,C210,A06,REFUND,2024-01-05 15:09:00,2024-01-05 16:55:00,2024-01-06 00:43:00,3.7,True
T106510,C211,A07,REFUND,2024-02-03 21:04:00,2024-02-03 22:17:00,2024-02-05 14:14:00,4.9,False
T106511,C212,A08,REFUND,2024-04-06 05:44:00,2024-04-06 06:02:00,2024-04-07 10:53:00,4.9,False
T106512,C213,A01,REFUND,2024-01-11 01:18:00,2024-01-11 01:41:00,2024-01-11 18:13:00,4.7,False
T106513,C214,A02,REFUND,2024-01-13 08:36:00,2024-01-13 08:43:00,2024-01-15 01:17:00,3.1,True
T106514,C215,A03,REFUND,2024-04-07 07:32:00,2024-04-07 08:32:00,2024-04-09 13:42:00,3.7,False
T106515,C216,A04,REFUND,2024-02-07 17:27:00,2024-02-07 18:54:00,2024-02-09 13:33:00,3.9,True
T106516,C217,A05,REFUND,2024-02-02 12:53:00,2024-02-02 13:13:00,2024-02-02 19:40:00,4.4,True
T106517,C218,A06,REFUND,2024-03-08 00:25:00,2024-03-08 02:07:00,2024-03-09 17:06:00,4.3,False
T106518,C219,A07,REFUND,2024-01-24 08:09:00,2024-01-24 08:41:00,2024-01-26 05:11:00,4.4,True
T106519,C220,A08,REFUND,2024-01-06 17:38:00,2024-01-06 18:41:00,2024-01-08 19:00:00,4.5,True
T106520,C221,A01,REFUND,2024-01-01 11:26:00,2024-01-01 12:47:00,2024-01-02 18:22:00,4.9,False
T106521,C222,A02,REFUND,2024-01-10 13:30:00,2024-01-10 14:36:00,2024-01-10 20:47:00,4.1,True
T106522,C223,A03,REFUND,2024-01-20 06:20:00,2024-01-20 07:18:00,2024-01-20 15:55:00,4.8,False
T106523,C224,A04,REFUND,2024-03-24 07:39:00,2024-03-24 08:21:00,2024-03-25 07:52:00,4.6,False
T106524,C225,A05,REFUND,2024-02-05 03:07:00,2024-02-05 04:00:00,2024-02-07 00:58:00,3.7,False
T106525,C226,A06,REFUND,2024-01-09 01:57:00,2024-01-09 02:27:00,2024-01-11 07:17:00,4.6,True
T106526,C227,A07,REFUND,2024-01-02 00:53:00,2024-01-02 01:30:00,2024-01-04 01:30:00,3.2,False
T106527,C228,A08,REFUND,2024-02-27 14:59:00,2024-02-27 16:30:00,2024-02-28 13:48:00,3.3,False
T106528,C229,A01,REFUND,2024-04-10 03:47:00,2024-04-10 05:33:00,2024-04-11 11:44:00,5.0,False
T106529,C230,A02,REFUND,2024-02-10 13:46:00,2024-02-10 15:28:00,2024-02-10 17:36:00,3.9,True
T106530,C231,A03,REFUND,2024-01-08 22:52:00,2024-01-08 23:33:00,2024-01-11 08:25:00,3.9,True
T106531,C232,A04,REFUND,2024-01-28 16:43:00,2024-01-28 17:23:00,2024-01-29 18:29:00,4.9,True
T106532,C233,A05,REFUND,2024-02-29 13:48:00,2024-02-29 13:57:00,2024-03-02 02:42:00,3.7,False
T106533,C234,A06,REFUND,2024-01-23 02:48:00,2024-01-23 03:23:00,2024-01-24 11:26:00,3.5,False
T106534,C235,A07,REFUND,2024-04-27 11:44:00,2024-04-27 12:55:00,2024-04-28 08:39:00,3.2,False
T106535,C236,A08,REFUND,2024-04-01 21:23:00,2024-04-01 21:57:00,2024-04-02 09:54:00,4.0,True
T106536,C237,A01,REFUND,2024-02-11 09:13:00,2024-02-11 10:41:00,2024-02-14 05:53:00,3.4,False
T106537,C238,A02,REFUND,2024-04-24 19:49:00,2024-04-24 19:57:00,2024-04-25 04:51:00,3.1,True
T106538,C239,A03,REFUND,2024-02-09 17:00:00,2024-02-09 17:51:00,2024-02-12 12:59:00,4.6,True
T106539,C240,A04,ORDER,2024-01-17 06:24:00,2024-01-17 06:59:00,2024-01-17 14:59:00,3.7,False
T106540,C241,A05,ORDER,2024-04-22 03:23:00,2024-04-22 04:23:00,2024-04-22 10:43:00,4.2,True
T106541,C242,A06,ORDER,2024-04-25 00:24:00,2024-04-25 00:30:00,2024-04-27 17:28:00,3.2,False
T106542,C243,A07,ORDER,2024-02-07 06:37:00,2024-02-07 07:28:00,2024-02-10 02:45:00,4.0,False
T106543,C244,A08,ORDER,2024-03-12 07:59:00,2024-03-12 09:34:00,2024-03-15 00:29:00,4.3,True
T106544,C245,A01,ORDER,2024-01-21 15:44:00,2024-01-21 17:27:00,2024-01-23 23:40:00,3.9,True
T106545,C246,A02,ORDER,2024-03-17 13:44:00,2024-03-17 14:16:00,2024-03-19 01:27:00,3.7,True
T106546,C247,A03,ORDER,2024-03-23 11:29:00,2024-03-23 12:22:00,2024-03-23 19:36:00,3.6,False
T106547,C248,A04,ORDER,2024-03-26 17:20:00,2024-03-26 18:43:00,2024-03-28 12:07:00,3.2,True
T106548,C249,A05,ORDER,2024-03-09 18:28:00,2024-03-09 19:25:00,2024-03-11 08:05:00,3.2,False
T106549,C250,A06,ORDER,2024-03-25 17:07:00,2024-03-25 18:13:00,2024-03-27 22:12:00,4.0,True
T106550,C251,A07,ORDER,2024-03-07 21:31:00,2024-03-07 22:13:00,2024-03-08 00:30:00,3.3,False
T106551,C252,A08,ORDER,2024-04-08 08:38:00,2024-04-08 10:18:00,2024-04-08 14:39:00,3.4,True
T106552,C253,A01,ORDER,2024-01-22 19:45:00,2024-01-22 21:01:00,2024-01-24 14:21:00,3.3,False
T106553,C254,A02,ORDER,2024-02-28 10:05:00,2024-02-28 12:00:00,2024-03-01 23:43:00,4.6,False
T106554,C255,A03,ORDER,2024-02-19 04:25:00,2024-02-19 05:59:00,2024-02-21 23:38:00,3.9,True
T106555,C256,A04,ORDER,2024-03-05 03:29:00,2024-03-05 04:14:00,2024-03-06 20:39:00,4.1,True
T106556,C257,A05,ORDER,2024-01-18 02:11:00,2024-01-18 02:52:00,2024-01-19 05:00:00,4.2,False
T106557,C258,A06,ORDER,2024-02-08 22:56:00,2024-02-08 23:09:00,2024-02-10 09:11:00,3.8,False
